Image,Image_Path,Label,Prediction,Probability
519,/fruits-360/Test/Grape Blue 1/632_100.jpg,Grape Blue 1,Grape Blue 1,1.0
520,/fruits-360/Test/Grape Blue 1/630_100.jpg,Grape Blue 1,Grape Blue 1,1.0
521,/fruits-360/Test/Grape Pink 1/5_100.jpg,Grape Pink 1,Grape Pink 1,1.0
522,/fruits-360/Test/Grape Pink 1/r_77_100.jpg,Grape Pink 1,Grape Pink 1,0.6590989232063293
523,/fruits-360/Test/Grape Pink 1/327_100.jpg,Grape Pink 1,Grape Pink 1,1.0
524,/fruits-360/Test/Grape Pink 1/r_36_100.jpg,Grape Pink 1,Grape Pink 1,1.0
525,/fruits-360/Test/Grape Pink 1/r_321_100.jpg,Grape Pink 1,Grape Pink 1,1.0
526,/fruits-360/Test/Grape Pink 1/33_100.jpg,Grape Pink 1,Grape Pink 1,1.0
527,/fruits-360/Test/Grape Pink 1/34_100.jpg,Grape Pink 1,Grape Pink 1,1.0
528,/fruits-360/Test/Grape Pink 1/38_100.jpg,Grape Pink 1,Grape Pink 1,1.0
529,/fruits-360/Test/Grape Pink 1/r_65_100.jpg,Grape Pink 1,Grape Pink 1,0.9999942779541016
530,/fruits-360/Test/Grape Pink 1/r_37_100.jpg,Grape Pink 1,Grape Pink 1,0.9999994039535522
531,/fruits-360/Test/Grape White 1/91_100.jpg,Grape White 1,Grape White 1,1.0
532,/fruits-360/Test/Grape White 1/265_100.jpg,Grape White 1,Grape White 1,1.0
533,/fruits-360/Test/Grape White 1/261_100.jpg,Grape White 1,Grape White 1,1.0
534,/fruits-360/Test/Grape White 1/r_94_100.jpg,Grape White 1,Grape White 1,1.0
535,/fruits-360/Test/Grape White 1/r_261_100.jpg,Grape White 1,Grape White 1,1.0
536,/fruits-360/Test/Grape White 1/r_112_100.jpg,Grape White 1,Grape White 1,1.0
537,/fruits-360/Test/Grape White 1/83_100.jpg,Grape White 1,Grape White 1,1.0
538,/fruits-360/Test/Grape White 1/r_233_100.jpg,Grape White 1,Grape White 1,1.0
539,/fruits-360/Test/Grape White 1/r_79_100.jpg,Grape White 1,Grape White 1,1.0
540,/fruits-360/Test/Grape White 1/r_232_100.jpg,Grape White 1,Grape White 1,1.0
541,/fruits-360/Test/Grape White 2/r_36_100.jpg,Grape White 2,Grape White 2,1.0
542,/fruits-360/Test/Grape White 2/325_100.jpg,Grape White 2,Grape White 2,1.0
543,/fruits-360/Test/Grape White 2/18_100.jpg,Grape White 2,Grape White 2,1.0
544,/fruits-360/Test/Grape White 2/321_100.jpg,Grape White 2,Grape White 2,1.0
545,/fruits-360/Test/Grape White 2/r_51_100.jpg,Grape White 2,Grape White 2,1.0
546,/fruits-360/Test/Grape White 2/r_230_100.jpg,Grape White 2,Grape White 2,1.0
547,/fruits-360/Test/Grape White 2/16_100.jpg,Grape White 2,Grape White 2,1.0
548,/fruits-360/Test/Grape White 2/266_100.jpg,Grape White 2,Grape White 2,1.0
549,/fruits-360/Test/Grape White 2/7_100.jpg,Grape White 2,Grape White 2,1.0
550,/fruits-360/Test/Grape White 2/265_100.jpg,Grape White 2,Grape White 2,1.0
551,/fruits-360/Test/Grape White 3/r_203_100.jpg,Grape White 3,Grape White 3,1.0
552,/fruits-360/Test/Grape White 3/r_124_100.jpg,Grape White 3,Grape White 3,1.0
553,/fruits-360/Test/Grape White 3/r_113_100.jpg,Grape White 3,Grape White 3,1.0
554,/fruits-360/Test/Grape White 3/r_184_100.jpg,Grape White 3,Grape White 3,1.0
555,/fruits-360/Test/Grape White 3/r_174_100.jpg,Grape White 3,Grape White 3,1.0
556,/fruits-360/Test/Grape White 3/145_100.jpg,Grape White 3,Grape White 3,1.0
557,/fruits-360/Test/Grape White 3/r_91_100.jpg,Grape White 3,Grape White 3,1.0
558,/fruits-360/Test/Grape White 3/151_100.jpg,Grape White 3,Grape White 3,1.0
559,/fruits-360/Test/Grape White 3/r_120_100.jpg,Grape White 3,Grape White 3,1.0
560,/fruits-360/Test/Grape White 3/167_100.jpg,Grape White 3,Grape White 3,1.0
561,/fruits-360/Test/Grape White 4/192_100.jpg,Grape White 4,Grape White 4,1.0
562,/fruits-360/Test/Grape White 4/r_245_100.jpg,Grape White 4,Grape White 4,1.0
563,/fruits-360/Test/Grape White 4/r_75_100.jpg,Grape White 4,Grape White 4,1.0
564,/fruits-360/Test/Grape White 4/313_100.jpg,Grape White 4,Grape White 4,1.0
565,/fruits-360/Test/Grape White 4/r_56_100.jpg,Grape White 4,Grape White 4,1.0
566,/fruits-360/Test/Grape White 4/319_100.jpg,Grape White 4,Grape White 4,1.0
567,/fruits-360/Test/Grape White 4/194_100.jpg,Grape White 4,Grape White 4,1.0
568,/fruits-360/Test/Grape White 4/r_242_100.jpg,Grape White 4,Grape White 4,1.0
569,/fruits-360/Test/Grape White 4/r_62_100.jpg,Grape White 4,Grape White 4,1.0
570,/fruits-360/Test/Grape White 4/220_100.jpg,Grape White 4,Grape White 4,1.0
571,/fruits-360/Test/Grapefruit Pink 1/187_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1.0
572,/fruits-360/Test/Grapefruit Pink 1/r_70_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9991065859794617
573,/fruits-360/Test/Grapefruit Pink 1/r_58_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9999998807907104
574,/fruits-360/Test/Grapefruit Pink 1/r_203_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9999995231628418
575,/fruits-360/Test/Grapefruit Pink 1/270_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1.0
576,/fruits-360/Test/Grapefruit Pink 1/r_51_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9991151690483093
577,/fruits-360/Test/Grapefruit Pink 1/r_215_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1.0
578,/fruits-360/Test/Grapefruit Pink 1/r_53_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9744107723236084
579,/fruits-360/Test/Grapefruit Pink 1/39_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1.0
580,/fruits-360/Test/Grapefruit Pink 1/r_54_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.9944540858268738
581,/fruits-360/Test/Grapefruit White 1/9_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
582,/fruits-360/Test/Grapefruit White 1/52_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
583,/fruits-360/Test/Grapefruit White 1/r_88_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
584,/fruits-360/Test/Grapefruit White 1/r_68_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
585,/fruits-360/Test/Grapefruit White 1/70_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
586,/fruits-360/Test/Grapefruit White 1/r_39_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
587,/fruits-360/Test/Grapefruit White 1/r_72_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
588,/fruits-360/Test/Grapefruit White 1/68_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
589,/fruits-360/Test/Grapefruit White 1/r_38_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
590,/fruits-360/Test/Grapefruit White 1/8_100.jpg,Grapefruit White 1,Grapefruit White 1,1.0
591,/fruits-360/Test/Guava 1/41_100.jpg,Guava 1,Guava 1,1.0
592,/fruits-360/Test/Guava 1/r_149_100.jpg,Guava 1,Guava 1,1.0
593,/fruits-360/Test/Guava 1/64_100.jpg,Guava 1,Guava 1,1.0
594,/fruits-360/Test/Guava 1/r_291_100.jpg,Guava 1,Guava 1,1.0
595,/fruits-360/Test/Guava 1/r_254_100.jpg,Guava 1,Guava 1,1.0
596,/fruits-360/Test/Guava 1/r_136_100.jpg,Guava 1,Guava 1,1.0
597,/fruits-360/Test/Guava 1/83_100.jpg,Guava 1,Guava 1,1.0
598,/fruits-360/Test/Guava 1/91_100.jpg,Guava 1,Guava 1,1.0
599,/fruits-360/Test/Guava 1/45_100.jpg,Guava 1,Guava 1,1.0
600,/fruits-360/Test/Guava 1/107_100.jpg,Guava 1,Guava 1,1.0
601,/fruits-360/Test/Hazelnut 1/223_100.jpg,Hazelnut 1,Hazelnut 1,1.0
602,/fruits-360/Test/Hazelnut 1/r_12_100.jpg,Hazelnut 1,Hazelnut 1,1.0
603,/fruits-360/Test/Hazelnut 1/214_100.jpg,Hazelnut 1,Hazelnut 1,0.9999996423721313
604,/fruits-360/Test/Hazelnut 1/r_140_100.jpg,Hazelnut 1,Hazelnut 1,1.0
605,/fruits-360/Test/Hazelnut 1/200_100.jpg,Hazelnut 1,Hazelnut 1,0.9999998807907104
606,/fruits-360/Test/Hazelnut 1/215_100.jpg,Hazelnut 1,Hazelnut 1,1.0
607,/fruits-360/Test/Hazelnut 1/r_156_100.jpg,Hazelnut 1,Hazelnut 1,1.0
608,/fruits-360/Test/Hazelnut 1/230_100.jpg,Hazelnut 1,Hazelnut 1,1.0
609,/fruits-360/Test/Hazelnut 1/85_100.jpg,Hazelnut 1,Hazelnut 1,1.0
610,/fruits-360/Test/Hazelnut 1/r_166_100.jpg,Hazelnut 1,Hazelnut 1,1.0
611,/fruits-360/Test/Huckleberry 1/r_47_100.jpg,Huckleberry 1,Huckleberry 1,1.0
612,/fruits-360/Test/Huckleberry 1/r_28_100.jpg,Huckleberry 1,Huckleberry 1,1.0
613,/fruits-360/Test/Huckleberry 1/238_100.jpg,Huckleberry 1,Huckleberry 1,1.0
614,/fruits-360/Test/Huckleberry 1/r_52_100.jpg,Huckleberry 1,Huckleberry 1,1.0
615,/fruits-360/Test/Huckleberry 1/293_100.jpg,Huckleberry 1,Huckleberry 1,1.0
616,/fruits-360/Test/Huckleberry 1/r_242_100.jpg,Huckleberry 1,Huckleberry 1,1.0
617,/fruits-360/Test/Huckleberry 1/235_100.jpg,Huckleberry 1,Huckleberry 1,1.0
618,/fruits-360/Test/Huckleberry 1/r_62_100.jpg,Huckleberry 1,Huckleberry 1,1.0
619,/fruits-360/Test/Huckleberry 1/r_223_100.jpg,Huckleberry 1,Huckleberry 1,0.9998000264167786
620,/fruits-360/Test/Huckleberry 1/r_67_100.jpg,Huckleberry 1,Huckleberry 1,1.0
621,/fruits-360/Test/Kaki 1/r_163_100.jpg,Kaki 1,Kaki 1,1.0
622,/fruits-360/Test/Kaki 1/r_147_100.jpg,Kaki 1,Kaki 1,1.0
623,/fruits-360/Test/Kaki 1/166_100.jpg,Kaki 1,Kaki 1,1.0
624,/fruits-360/Test/Kaki 1/267_100.jpg,Kaki 1,Kaki 1,1.0
625,/fruits-360/Test/Kaki 1/r_84_100.jpg,Kaki 1,Kaki 1,1.0
626,/fruits-360/Test/Kaki 1/r_82_100.jpg,Kaki 1,Kaki 1,1.0
627,/fruits-360/Test/Kaki 1/270_100.jpg,Kaki 1,Kaki 1,1.0
628,/fruits-360/Test/Kaki 1/r_132_100.jpg,Kaki 1,Kaki 1,1.0
629,/fruits-360/Test/Kaki 1/153_100.jpg,Kaki 1,Kaki 1,1.0
630,/fruits-360/Test/Kaki 1/184_100.jpg,Kaki 1,Kaki 1,1.0
631,/fruits-360/Test/Kiwi 1/42_100.jpg,Kiwi 1,Kiwi 1,0.9998763799667358
632,/fruits-360/Test/Kiwi 1/6_100.jpg,Kiwi 1,Kiwi 1,1.0
633,/fruits-360/Test/Kiwi 1/r_84_100.jpg,Kiwi 1,Kiwi 1,0.9179384708404541
634,/fruits-360/Test/Kiwi 1/r_64_100.jpg,Kiwi 1,Pineapple Mini 1,0.8162784576416016
635,/fruits-360/Test/Kiwi 1/r_80_100.jpg,Kiwi 1,Mandarine 1,0.9909483790397644
636,/fruits-360/Test/Kiwi 1/r_95_100.jpg,Kiwi 1,Kiwi 1,0.9995961785316467
637,/fruits-360/Test/Kiwi 1/r_90_100.jpg,Kiwi 1,Kiwi 1,0.9714566469192505
638,/fruits-360/Test/Kiwi 1/r_76_100.jpg,Kiwi 1,Pineapple Mini 1,0.5842841267585754
639,/fruits-360/Test/Kiwi 1/r_56_100.jpg,Kiwi 1,Nectarine 1,0.8252460360527039
640,/fruits-360/Test/Kiwi 1/r_57_100.jpg,Kiwi 1,Pineapple Mini 1,0.728226363658905
641,/fruits-360/Test/Kohlrabi 1/r_303_100.jpg,Kohlrabi 1,Kohlrabi 1,0.9599253535270691
642,/fruits-360/Test/Kohlrabi 1/47_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
643,/fruits-360/Test/Kohlrabi 1/223_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
644,/fruits-360/Test/Kohlrabi 1/214_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
645,/fruits-360/Test/Kohlrabi 1/53_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
646,/fruits-360/Test/Kohlrabi 1/r_295_100.jpg,Kohlrabi 1,Kohlrabi 1,0.9020901918411255
647,/fruits-360/Test/Kohlrabi 1/16_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
648,/fruits-360/Test/Kohlrabi 1/r_145_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
649,/fruits-360/Test/Kohlrabi 1/21_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
650,/fruits-360/Test/Kohlrabi 1/233_100.jpg,Kohlrabi 1,Kohlrabi 1,1.0
651,/fruits-360/Test/Kumquats 1/r_284_100.jpg,Kumquats 1,Kumquats 1,1.0
652,/fruits-360/Test/Kumquats 1/r_131_100.jpg,Kumquats 1,Kumquats 1,1.0
653,/fruits-360/Test/Kumquats 1/282_100.jpg,Kumquats 1,Kumquats 1,1.0
654,/fruits-360/Test/Kumquats 1/293_100.jpg,Kumquats 1,Kumquats 1,1.0
655,/fruits-360/Test/Kumquats 1/133_100.jpg,Kumquats 1,Kumquats 1,1.0
656,/fruits-360/Test/Kumquats 1/r_14_100.jpg,Kumquats 1,Kumquats 1,1.0
657,/fruits-360/Test/Kumquats 1/155_100.jpg,Kumquats 1,Kumquats 1,1.0
658,/fruits-360/Test/Kumquats 1/143_100.jpg,Kumquats 1,Kumquats 1,1.0
659,/fruits-360/Test/Kumquats 1/r_189_100.jpg,Kumquats 1,Kumquats 1,1.0
660,/fruits-360/Test/Kumquats 1/135_100.jpg,Kumquats 1,Kumquats 1,1.0
661,/fruits-360/Test/Lemon 1/r_164_100.jpg,Lemon 1,Lemon 1,1.0
662,/fruits-360/Test/Lemon 1/r_36_100.jpg,Lemon 1,Lemon 1,1.0
663,/fruits-360/Test/Lemon 1/44_100.jpg,Lemon 1,Lemon 1,1.0
664,/fruits-360/Test/Lemon 1/67_100.jpg,Lemon 1,Lemon 1,0.9999996423721313
665,/fruits-360/Test/Lemon 1/70_100.jpg,Lemon 1,Lemon 1,1.0
666,/fruits-360/Test/Lemon 1/89_100.jpg,Lemon 1,Lemon 1,0.9999954700469971
667,/fruits-360/Test/Lemon 1/r_175_100.jpg,Lemon 1,Lemon 1,0.9997527003288269
668,/fruits-360/Test/Lemon 1/50_100.jpg,Lemon 1,Lemon 1,1.0
669,/fruits-360/Test/Lemon 1/83_100.jpg,Lemon 1,Lemon 1,0.9999998807907104
670,/fruits-360/Test/Lemon 1/r_31_100.jpg,Lemon 1,Lemon 1,1.0
671,/fruits-360/Test/Lemon Meyer 1/207_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
672,/fruits-360/Test/Lemon Meyer 1/30_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
673,/fruits-360/Test/Lemon Meyer 1/r_327_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
674,/fruits-360/Test/Lemon Meyer 1/r_187_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
675,/fruits-360/Test/Lemon Meyer 1/r_4_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
676,/fruits-360/Test/Lemon Meyer 1/r_57_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
677,/fruits-360/Test/Lemon Meyer 1/r_178_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
678,/fruits-360/Test/Lemon Meyer 1/r_307_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
679,/fruits-360/Test/Lemon Meyer 1/205_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
680,/fruits-360/Test/Lemon Meyer 1/55_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1.0
681,/fruits-360/Test/Limes 1/r_82_100.jpg,Limes 1,Limes 1,1.0
682,/fruits-360/Test/Limes 1/171_100.jpg,Limes 1,Limes 1,1.0
683,/fruits-360/Test/Limes 1/r_222_100.jpg,Limes 1,Limes 1,1.0
684,/fruits-360/Test/Limes 1/113_100.jpg,Limes 1,Limes 1,1.0
685,/fruits-360/Test/Limes 1/138_100.jpg,Limes 1,Limes 1,0.9999971389770508
686,/fruits-360/Test/Limes 1/177_100.jpg,Limes 1,Limes 1,1.0
687,/fruits-360/Test/Limes 1/247_100.jpg,Limes 1,Limes 1,1.0
688,/fruits-360/Test/Limes 1/142_100.jpg,Limes 1,Limes 1,0.9999215602874756
689,/fruits-360/Test/Limes 1/r_214_100.jpg,Limes 1,Limes 1,1.0
690,/fruits-360/Test/Limes 1/r_51_100.jpg,Limes 1,Limes 1,1.0
691,/fruits-360/Test/Lychee 1/r_311_100.jpg,Lychee 1,Lychee 1,1.0
692,/fruits-360/Test/Lychee 1/r_193_100.jpg,Lychee 1,Lychee 1,1.0
693,/fruits-360/Test/Lychee 1/289_100.jpg,Lychee 1,Lychee 1,1.0
694,/fruits-360/Test/Lychee 1/293_100.jpg,Lychee 1,Lychee 1,1.0
695,/fruits-360/Test/Lychee 1/94_100.jpg,Lychee 1,Lychee 1,1.0
696,/fruits-360/Test/Lychee 1/9_100.jpg,Lychee 1,Lychee 1,1.0
697,/fruits-360/Test/Lychee 1/r_36_100.jpg,Lychee 1,Lychee 1,1.0
698,/fruits-360/Test/Lychee 1/r_320_100.jpg,Lychee 1,Lychee 1,1.0
699,/fruits-360/Test/Lychee 1/308_100.jpg,Lychee 1,Lychee 1,1.0
700,/fruits-360/Test/Lychee 1/r_9_100.jpg,Lychee 1,Lychee 1,1.0
701,/fruits-360/Test/Mandarine 1/r_83_100.jpg,Mandarine 1,Tangelo 1,1.0
702,/fruits-360/Test/Mandarine 1/r_84_100.jpg,Mandarine 1,Tangelo 1,1.0
703,/fruits-360/Test/Mandarine 1/254_100.jpg,Mandarine 1,Mandarine 1,1.0
704,/fruits-360/Test/Mandarine 1/r_49_100.jpg,Mandarine 1,Mandarine 1,1.0
705,/fruits-360/Test/Mandarine 1/r_90_100.jpg,Mandarine 1,Tangelo 1,1.0
706,/fruits-360/Test/Mandarine 1/r_80_100.jpg,Mandarine 1,Tangelo 1,1.0
707,/fruits-360/Test/Mandarine 1/233_100.jpg,Mandarine 1,Mandarine 1,1.0
708,/fruits-360/Test/Mandarine 1/248_100.jpg,Mandarine 1,Mandarine 1,1.0
709,/fruits-360/Test/Mandarine 1/r_64_100.jpg,Mandarine 1,Mandarine 1,1.0
710,/fruits-360/Test/Mandarine 1/r_105_100.jpg,Mandarine 1,Tangelo 1,0.7470865845680237
711,/fruits-360/Test/Mango 1/r_15_100.jpg,Mango 1,Mango 1,1.0
712,/fruits-360/Test/Mango 1/r_229_100.jpg,Mango 1,Mango 1,1.0
713,/fruits-360/Test/Mango 1/261_100.jpg,Mango 1,Mango 1,1.0
714,/fruits-360/Test/Mango 1/r_227_100.jpg,Mango 1,Mango 1,1.0
715,/fruits-360/Test/Mango 1/r_234_100.jpg,Mango 1,Mango 1,1.0
716,/fruits-360/Test/Mango 1/157_100.jpg,Mango 1,Mango 1,1.0
717,/fruits-360/Test/Mango 1/r_238_100.jpg,Mango 1,Mango 1,1.0
718,/fruits-360/Test/Mango 1/270_100.jpg,Mango 1,Mango 1,1.0
719,/fruits-360/Test/Mango 1/r_216_100.jpg,Mango 1,Mango 1,1.0
720,/fruits-360/Test/Mango 1/306_100.jpg,Mango 1,Mango 1,1.0
721,/fruits-360/Test/Mango Red 1/r_259_100.jpg,Mango Red 1,Mango Red 1,1.0
722,/fruits-360/Test/Mango Red 1/246_100.jpg,Mango Red 1,Mango Red 1,1.0
723,/fruits-360/Test/Mango Red 1/r_195_100.jpg,Mango Red 1,Mango Red 1,0.9964500665664673
724,/fruits-360/Test/Mango Red 1/114_100.jpg,Mango Red 1,Mango Red 1,1.0
725,/fruits-360/Test/Mango Red 1/252_100.jpg,Mango Red 1,Mango Red 1,1.0
726,/fruits-360/Test/Mango Red 1/r_202_100.jpg,Mango Red 1,Mango Red 1,0.9999850988388062
727,/fruits-360/Test/Mango Red 1/255_100.jpg,Mango Red 1,Mango Red 1,1.0
728,/fruits-360/Test/Mango Red 1/r_200_100.jpg,Mango Red 1,Mango Red 1,0.9861279726028442
729,/fruits-360/Test/Mango Red 1/r_187_100.jpg,Mango Red 1,Cherry Wax Red 1,0.8242828845977783
730,/fruits-360/Test/Mango Red 1/r_207_100.jpg,Mango Red 1,Mango Red 1,1.0
731,/fruits-360/Test/Mangostan 1/152_100.jpg,Mangostan 1,Mangostan 1,1.0
732,/fruits-360/Test/Mangostan 1/165_100.jpg,Mangostan 1,Mangostan 1,1.0
733,/fruits-360/Test/Mangostan 1/r_110_100.jpg,Mangostan 1,Mangostan 1,0.999031662940979
734,/fruits-360/Test/Mangostan 1/r_94_100.jpg,Mangostan 1,Mangostan 1,1.0
735,/fruits-360/Test/Mangostan 1/151_100.jpg,Mangostan 1,Mangostan 1,1.0
736,/fruits-360/Test/Mangostan 1/r_131_100.jpg,Mangostan 1,Mangostan 1,1.0
737,/fruits-360/Test/Mangostan 1/r_113_100.jpg,Mangostan 1,Mangostan 1,0.999992847442627
738,/fruits-360/Test/Mangostan 1/r_88_100.jpg,Mangostan 1,Mangostan 1,0.9999998807907104
739,/fruits-360/Test/Mangostan 1/r_122_100.jpg,Mangostan 1,Grape Pink 1,0.7355528473854065
740,/fruits-360/Test/Mangostan 1/45_100.jpg,Mangostan 1,Mangostan 1,1.0
741,/fruits-360/Test/Maracuja 1/r_188_100.jpg,Maracuja 1,Maracuja 1,0.9865238070487976
742,/fruits-360/Test/Maracuja 1/110_100.jpg,Maracuja 1,Maracuja 1,1.0
743,/fruits-360/Test/Maracuja 1/r_205_100.jpg,Maracuja 1,Maracuja 1,0.965518057346344
744,/fruits-360/Test/Maracuja 1/r_194_100.jpg,Maracuja 1,Maracuja 1,0.5662199258804321
745,/fruits-360/Test/Maracuja 1/120_100.jpg,Maracuja 1,Maracuja 1,1.0
746,/fruits-360/Test/Maracuja 1/r_68_100.jpg,Maracuja 1,Maracuja 1,1.0
747,/fruits-360/Test/Maracuja 1/r_180_100.jpg,Maracuja 1,Maracuja 1,1.0
748,/fruits-360/Test/Maracuja 1/97_100.jpg,Maracuja 1,Maracuja 1,1.0
749,/fruits-360/Test/Maracuja 1/r_222_100.jpg,Maracuja 1,Maracuja 1,1.0
750,/fruits-360/Test/Maracuja 1/r_186_100.jpg,Maracuja 1,Maracuja 1,0.8378119468688965
751,/fruits-360/Test/Melon Piel de Sapo 1/247_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
752,/fruits-360/Test/Melon Piel de Sapo 1/r2_252_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
753,/fruits-360/Test/Melon Piel de Sapo 1/295_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
754,/fruits-360/Test/Melon Piel de Sapo 1/r_142_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,0.9999997615814209
755,/fruits-360/Test/Melon Piel de Sapo 1/280_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
756,/fruits-360/Test/Melon Piel de Sapo 1/r2_126_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
757,/fruits-360/Test/Melon Piel de Sapo 1/r2_256_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
758,/fruits-360/Test/Melon Piel de Sapo 1/r2_267_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
759,/fruits-360/Test/Melon Piel de Sapo 1/r2_284_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
760,/fruits-360/Test/Melon Piel de Sapo 1/r2_129_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1.0
761,/fruits-360/Test/Mulberry 1/r_266_100.jpg,Mulberry 1,Mulberry 1,1.0
762,/fruits-360/Test/Mulberry 1/243_100.jpg,Mulberry 1,Mulberry 1,0.9736465811729431
763,/fruits-360/Test/Mulberry 1/206_100.jpg,Mulberry 1,Mulberry 1,1.0
764,/fruits-360/Test/Mulberry 1/r_301_100.jpg,Mulberry 1,Mulberry 1,1.0
765,/fruits-360/Test/Mulberry 1/r_296_100.jpg,Mulberry 1,Mulberry 1,1.0
766,/fruits-360/Test/Mulberry 1/r_248_100.jpg,Mulberry 1,Mulberry 1,1.0
767,/fruits-360/Test/Mulberry 1/r_252_100.jpg,Mulberry 1,Mulberry 1,1.0
768,/fruits-360/Test/Mulberry 1/r_122_100.jpg,Mulberry 1,Mulberry 1,1.0
769,/fruits-360/Test/Mulberry 1/r_208_100.jpg,Mulberry 1,Mulberry 1,1.0
770,/fruits-360/Test/Mulberry 1/r_104_100.jpg,Mulberry 1,Mulberry 1,1.0
771,/fruits-360/Test/Nectarine 1/r_76_100.jpg,Nectarine 1,Nectarine 1,0.9999661445617676
772,/fruits-360/Test/Nectarine 1/68_100.jpg,Nectarine 1,Apple Red Yellow 1,0.8498150110244751
773,/fruits-360/Test/Nectarine 1/78_100.jpg,Nectarine 1,Apple Red Yellow 1,0.9999492168426514
774,/fruits-360/Test/Nectarine 1/r_41_100.jpg,Nectarine 1,Nectarine 1,0.9973543882369995
775,/fruits-360/Test/Nectarine 1/r_326_100.jpg,Nectarine 1,Nectarine 1,1.0
776,/fruits-360/Test/Nectarine 1/87_100.jpg,Nectarine 1,Nectarine 1,0.9999856948852539
777,/fruits-360/Test/Nectarine 1/72_100.jpg,Nectarine 1,Apple Red Yellow 1,0.9999998807907104
778,/fruits-360/Test/Nectarine 1/325_100.jpg,Nectarine 1,Nectarine 1,1.0
779,/fruits-360/Test/Nectarine 1/r_95_100.jpg,Nectarine 1,Nectarine 1,1.0
780,/fruits-360/Test/Nectarine 1/71_100.jpg,Nectarine 1,Apple Red Yellow 1,0.9997400641441345
781,/fruits-360/Test/Nectarine Flat 1/r2_169_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.9999972581863403
782,/fruits-360/Test/Nectarine Flat 1/59_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1.0
783,/fruits-360/Test/Nectarine Flat 1/r_15_100.jpg,Nectarine Flat 1,Tomato 1,0.704369843006134
784,/fruits-360/Test/Nectarine Flat 1/r2_180_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.8159006237983704
785,/fruits-360/Test/Nectarine Flat 1/r2_173_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.9999901056289673
786,/fruits-360/Test/Nectarine Flat 1/90_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1.0
787,/fruits-360/Test/Nectarine Flat 1/r2_73_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1.0
788,/fruits-360/Test/Nectarine Flat 1/r_112_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1.0
789,/fruits-360/Test/Nectarine Flat 1/r_18_100.jpg,Nectarine Flat 1,Nectarine Flat 1,0.9999997615814209
790,/fruits-360/Test/Nectarine Flat 1/r2_78_100.jpg,Nectarine Flat 1,Nectarine Flat 1,1.0
