Image,Image_Path,Label,Prediction,Probability,Price_per_unit_usd,Unit
492,fruits-360/Test/Ginger Root 1/r_66_100.jpg,Ginger Root 1,Pear 2,0.879547358,,
493,fruits-360/Test/Ginger Root 1/r_81_100.jpg,Ginger Root 1,Corn 1,0.999668717,,
494,fruits-360/Test/Ginger Root 1/128_100.jpg,Ginger Root 1,Ginger Root 1,1,,
495,fruits-360/Test/Ginger Root 1/r_62_100.jpg,Ginger Root 1,Pear 2,0.999515057,,
496,fruits-360/Test/Ginger Root 1/83_100.jpg,Ginger Root 1,Ginger Root 1,0.999999881,,
497,fruits-360/Test/Ginger Root 1/134_100.jpg,Ginger Root 1,Ginger Root 1,1,,
498,fruits-360/Test/Ginger Root 1/r_58_100.jpg,Ginger Root 1,Pear 2,0.653718472,,
499,fruits-360/Test/Ginger Root 1/47_100.jpg,Ginger Root 1,Ginger Root 1,0.999999881,,
500,fruits-360/Test/Ginger Root 1/r_56_100.jpg,Ginger Root 1,Pear 2,0.998829663,,
501,fruits-360/Test/Granadilla 1/r_288_100.jpg,Granadilla 1,Granadilla 1,1,,
502,fruits-360/Test/Granadilla 1/r_153_100.jpg,Granadilla 1,Granadilla 1,1,,
503,fruits-360/Test/Granadilla 1/53_100.jpg,Granadilla 1,Granadilla 1,1,,
504,fruits-360/Test/Granadilla 1/r_292_100.jpg,Granadilla 1,Granadilla 1,1,,
505,fruits-360/Test/Granadilla 1/71_100.jpg,Granadilla 1,Granadilla 1,1,,
506,fruits-360/Test/Granadilla 1/77_100.jpg,Granadilla 1,Granadilla 1,1,,
507,fruits-360/Test/Granadilla 1/92_100.jpg,Granadilla 1,Granadilla 1,1,,
508,fruits-360/Test/Granadilla 1/r_27_100.jpg,Granadilla 1,Granadilla 1,1,,
509,fruits-360/Test/Granadilla 1/51_100.jpg,Granadilla 1,Granadilla 1,1,,
510,fruits-360/Test/Granadilla 1/r_137_100.jpg,Granadilla 1,Granadilla 1,1,,
511,fruits-360/Test/Grape Blue 1/635_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
512,fruits-360/Test/Grape Blue 1/r_290_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
513,fruits-360/Test/Grape Blue 1/626_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
514,fruits-360/Test/Grape Blue 1/r_286_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
515,fruits-360/Test/Grape Blue 1/34_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
516,fruits-360/Test/Grape Blue 1/573_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
517,fruits-360/Test/Grape Blue 1/r_479_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
518,fruits-360/Test/Grape Blue 1/r_333_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
519,fruits-360/Test/Grape Blue 1/632_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
520,fruits-360/Test/Grape Blue 1/630_100.jpg,Grape Blue 1,Grape Blue 1,1,2.20,Lb
521,fruits-360/Test/Grape Pink 1/5_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
522,fruits-360/Test/Grape Pink 1/r_77_100.jpg,Grape Pink 1,Grape Pink 1,0.659098923,2.20,Lb
523,fruits-360/Test/Grape Pink 1/327_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
524,fruits-360/Test/Grape Pink 1/r_36_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
525,fruits-360/Test/Grape Pink 1/r_321_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
526,fruits-360/Test/Grape Pink 1/33_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
527,fruits-360/Test/Grape Pink 1/34_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
528,fruits-360/Test/Grape Pink 1/38_100.jpg,Grape Pink 1,Grape Pink 1,1,2.20,Lb
529,fruits-360/Test/Grape Pink 1/r_65_100.jpg,Grape Pink 1,Grape Pink 1,0.999994278,2.20,Lb
530,fruits-360/Test/Grape Pink 1/r_37_100.jpg,Grape Pink 1,Grape Pink 1,0.999999404,2.20,Lb
531,fruits-360/Test/Grape White 1/91_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
532,fruits-360/Test/Grape White 1/265_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
533,fruits-360/Test/Grape White 1/261_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
534,fruits-360/Test/Grape White 1/r_94_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
535,fruits-360/Test/Grape White 1/r_261_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
536,fruits-360/Test/Grape White 1/r_112_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
537,fruits-360/Test/Grape White 1/83_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
538,fruits-360/Test/Grape White 1/r_233_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
539,fruits-360/Test/Grape White 1/r_79_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
540,fruits-360/Test/Grape White 1/r_232_100.jpg,Grape White 1,Grape White 1,1,2.20,Lb
541,fruits-360/Test/Grape White 2/r_36_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
542,fruits-360/Test/Grape White 2/325_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
543,fruits-360/Test/Grape White 2/18_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
544,fruits-360/Test/Grape White 2/321_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
545,fruits-360/Test/Grape White 2/r_51_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
546,fruits-360/Test/Grape White 2/r_230_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
547,fruits-360/Test/Grape White 2/16_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
548,fruits-360/Test/Grape White 2/266_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
549,fruits-360/Test/Grape White 2/7_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
550,fruits-360/Test/Grape White 2/265_100.jpg,Grape White 2,Grape White 2,1,2.20,Lb
551,fruits-360/Test/Grape White 3/r_203_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
552,fruits-360/Test/Grape White 3/r_124_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
553,fruits-360/Test/Grape White 3/r_113_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
554,fruits-360/Test/Grape White 3/r_184_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
555,fruits-360/Test/Grape White 3/r_174_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
556,fruits-360/Test/Grape White 3/145_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
557,fruits-360/Test/Grape White 3/r_91_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
558,fruits-360/Test/Grape White 3/151_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
559,fruits-360/Test/Grape White 3/r_120_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
560,fruits-360/Test/Grape White 3/167_100.jpg,Grape White 3,Grape White 3,1,2.20,Lb
561,fruits-360/Test/Grape White 4/192_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
562,fruits-360/Test/Grape White 4/r_245_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
563,fruits-360/Test/Grape White 4/r_75_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
564,fruits-360/Test/Grape White 4/313_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
565,fruits-360/Test/Grape White 4/r_56_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
566,fruits-360/Test/Grape White 4/319_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
567,fruits-360/Test/Grape White 4/194_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
568,fruits-360/Test/Grape White 4/r_242_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
569,fruits-360/Test/Grape White 4/r_62_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
570,fruits-360/Test/Grape White 4/220_100.jpg,Grape White 4,Grape White 4,1,2.20,Lb
571,fruits-360/Test/Grapefruit Pink 1/187_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1,0.99,Lb
572,fruits-360/Test/Grapefruit Pink 1/r_70_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.999106586,0.99,Lb
573,fruits-360/Test/Grapefruit Pink 1/r_58_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.999999881,0.99,Lb
574,fruits-360/Test/Grapefruit Pink 1/r_203_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.999999523,0.99,Lb
575,fruits-360/Test/Grapefruit Pink 1/270_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1,0.99,Lb
576,fruits-360/Test/Grapefruit Pink 1/r_51_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.999115169,0.99,Lb
577,fruits-360/Test/Grapefruit Pink 1/r_215_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1,0.99,Lb
578,fruits-360/Test/Grapefruit Pink 1/r_53_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.974410772,0.99,Lb
579,fruits-360/Test/Grapefruit Pink 1/39_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,1,0.99,Lb
580,fruits-360/Test/Grapefruit Pink 1/r_54_100.jpg,Grapefruit Pink 1,Grapefruit Pink 1,0.994454086,0.99,Lb
581,fruits-360/Test/Grapefruit White 1/9_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
582,fruits-360/Test/Grapefruit White 1/52_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
583,fruits-360/Test/Grapefruit White 1/r_88_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
584,fruits-360/Test/Grapefruit White 1/r_68_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
585,fruits-360/Test/Grapefruit White 1/70_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
586,fruits-360/Test/Grapefruit White 1/r_39_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
587,fruits-360/Test/Grapefruit White 1/r_72_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
588,fruits-360/Test/Grapefruit White 1/68_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
589,fruits-360/Test/Grapefruit White 1/r_38_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
590,fruits-360/Test/Grapefruit White 1/8_100.jpg,Grapefruit White 1,Grapefruit White 1,1,0.99,Lb
591,fruits-360/Test/Guava 1/41_100.jpg,Guava 1,Guava 1,1,,
592,fruits-360/Test/Guava 1/r_149_100.jpg,Guava 1,Guava 1,1,,
593,fruits-360/Test/Guava 1/64_100.jpg,Guava 1,Guava 1,1,,
594,fruits-360/Test/Guava 1/r_291_100.jpg,Guava 1,Guava 1,1,,
595,fruits-360/Test/Guava 1/r_254_100.jpg,Guava 1,Guava 1,1,,
596,fruits-360/Test/Guava 1/r_136_100.jpg,Guava 1,Guava 1,1,,
597,fruits-360/Test/Guava 1/83_100.jpg,Guava 1,Guava 1,1,,
598,fruits-360/Test/Guava 1/91_100.jpg,Guava 1,Guava 1,1,,
599,fruits-360/Test/Guava 1/45_100.jpg,Guava 1,Guava 1,1,,
600,fruits-360/Test/Guava 1/107_100.jpg,Guava 1,Guava 1,1,,
601,fruits-360/Test/Hazelnut 1/223_100.jpg,Hazelnut 1,Hazelnut 1,1,,
602,fruits-360/Test/Hazelnut 1/r_12_100.jpg,Hazelnut 1,Hazelnut 1,1,,
603,fruits-360/Test/Hazelnut 1/214_100.jpg,Hazelnut 1,Hazelnut 1,0.999999642,,
604,fruits-360/Test/Hazelnut 1/r_140_100.jpg,Hazelnut 1,Hazelnut 1,1,,
605,fruits-360/Test/Hazelnut 1/200_100.jpg,Hazelnut 1,Hazelnut 1,0.999999881,,
606,fruits-360/Test/Hazelnut 1/215_100.jpg,Hazelnut 1,Hazelnut 1,1,,
607,fruits-360/Test/Hazelnut 1/r_156_100.jpg,Hazelnut 1,Hazelnut 1,1,,
608,fruits-360/Test/Hazelnut 1/230_100.jpg,Hazelnut 1,Hazelnut 1,1,,
609,fruits-360/Test/Hazelnut 1/85_100.jpg,Hazelnut 1,Hazelnut 1,1,,
610,fruits-360/Test/Hazelnut 1/r_166_100.jpg,Hazelnut 1,Hazelnut 1,1,,
611,fruits-360/Test/Huckleberry 1/r_47_100.jpg,Huckleberry 1,Huckleberry 1,1,,
612,fruits-360/Test/Huckleberry 1/r_28_100.jpg,Huckleberry 1,Huckleberry 1,1,,
613,fruits-360/Test/Huckleberry 1/238_100.jpg,Huckleberry 1,Huckleberry 1,1,,
614,fruits-360/Test/Huckleberry 1/r_52_100.jpg,Huckleberry 1,Huckleberry 1,1,,
615,fruits-360/Test/Huckleberry 1/293_100.jpg,Huckleberry 1,Huckleberry 1,1,,
616,fruits-360/Test/Huckleberry 1/r_242_100.jpg,Huckleberry 1,Huckleberry 1,1,,
617,fruits-360/Test/Huckleberry 1/235_100.jpg,Huckleberry 1,Huckleberry 1,1,,
618,fruits-360/Test/Huckleberry 1/r_62_100.jpg,Huckleberry 1,Huckleberry 1,1,,
619,fruits-360/Test/Huckleberry 1/r_223_100.jpg,Huckleberry 1,Huckleberry 1,0.999800026,,
620,fruits-360/Test/Huckleberry 1/r_67_100.jpg,Huckleberry 1,Huckleberry 1,1,,
621,fruits-360/Test/Kaki 1/r_163_100.jpg,Kaki 1,Kaki 1,1,,
622,fruits-360/Test/Kaki 1/r_147_100.jpg,Kaki 1,Kaki 1,1,,
623,fruits-360/Test/Kaki 1/166_100.jpg,Kaki 1,Kaki 1,1,,
624,fruits-360/Test/Kaki 1/267_100.jpg,Kaki 1,Kaki 1,1,,
625,fruits-360/Test/Kaki 1/r_84_100.jpg,Kaki 1,Kaki 1,1,,
626,fruits-360/Test/Kaki 1/r_82_100.jpg,Kaki 1,Kaki 1,1,,
627,fruits-360/Test/Kaki 1/270_100.jpg,Kaki 1,Kaki 1,1,,
628,fruits-360/Test/Kaki 1/r_132_100.jpg,Kaki 1,Kaki 1,1,,
629,fruits-360/Test/Kaki 1/153_100.jpg,Kaki 1,Kaki 1,1,,
630,fruits-360/Test/Kaki 1/184_100.jpg,Kaki 1,Kaki 1,1,,
631,fruits-360/Test/Kiwi 1/42_100.jpg,Kiwi 1,Kiwi 1,0.99987638,,
632,fruits-360/Test/Kiwi 1/6_100.jpg,Kiwi 1,Kiwi 1,1,,
633,fruits-360/Test/Kiwi 1/r_84_100.jpg,Kiwi 1,Kiwi 1,0.917938471,,
634,fruits-360/Test/Kiwi 1/r_64_100.jpg,Kiwi 1,Pineapple Mini 1,0.816278458,,
635,fruits-360/Test/Kiwi 1/r_80_100.jpg,Kiwi 1,Mandarine 1,0.990948379,,
636,fruits-360/Test/Kiwi 1/r_95_100.jpg,Kiwi 1,Kiwi 1,0.999596179,,
637,fruits-360/Test/Kiwi 1/r_90_100.jpg,Kiwi 1,Kiwi 1,0.971456647,,
638,fruits-360/Test/Kiwi 1/r_76_100.jpg,Kiwi 1,Pineapple Mini 1,0.584284127,,
639,fruits-360/Test/Kiwi 1/r_56_100.jpg,Kiwi 1,Nectarine 1,0.825246036,,
640,fruits-360/Test/Kiwi 1/r_57_100.jpg,Kiwi 1,Pineapple Mini 1,0.728226364,,
641,fruits-360/Test/Kohlrabi 1/r_303_100.jpg,Kohlrabi 1,Kohlrabi 1,0.959925354,,
642,fruits-360/Test/Kohlrabi 1/47_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
643,fruits-360/Test/Kohlrabi 1/223_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
644,fruits-360/Test/Kohlrabi 1/214_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
645,fruits-360/Test/Kohlrabi 1/53_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
646,fruits-360/Test/Kohlrabi 1/r_295_100.jpg,Kohlrabi 1,Kohlrabi 1,0.902090192,,
647,fruits-360/Test/Kohlrabi 1/16_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
648,fruits-360/Test/Kohlrabi 1/r_145_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
649,fruits-360/Test/Kohlrabi 1/21_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
650,fruits-360/Test/Kohlrabi 1/233_100.jpg,Kohlrabi 1,Kohlrabi 1,1,,
651,fruits-360/Test/Kumquats 1/r_284_100.jpg,Kumquats 1,Kumquats 1,1,,
652,fruits-360/Test/Kumquats 1/r_131_100.jpg,Kumquats 1,Kumquats 1,1,,
653,fruits-360/Test/Kumquats 1/282_100.jpg,Kumquats 1,Kumquats 1,1,,
654,fruits-360/Test/Kumquats 1/293_100.jpg,Kumquats 1,Kumquats 1,1,,
655,fruits-360/Test/Kumquats 1/133_100.jpg,Kumquats 1,Kumquats 1,1,,
656,fruits-360/Test/Kumquats 1/r_14_100.jpg,Kumquats 1,Kumquats 1,1,,
657,fruits-360/Test/Kumquats 1/155_100.jpg,Kumquats 1,Kumquats 1,1,,
658,fruits-360/Test/Kumquats 1/143_100.jpg,Kumquats 1,Kumquats 1,1,,
659,fruits-360/Test/Kumquats 1/r_189_100.jpg,Kumquats 1,Kumquats 1,1,,
660,fruits-360/Test/Kumquats 1/135_100.jpg,Kumquats 1,Kumquats 1,1,,
661,fruits-360/Test/Lemon 1/r_164_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
662,fruits-360/Test/Lemon 1/r_36_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
663,fruits-360/Test/Lemon 1/44_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
664,fruits-360/Test/Lemon 1/67_100.jpg,Lemon 1,Lemon 1,0.999999642,0.94,Count
665,fruits-360/Test/Lemon 1/70_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
666,fruits-360/Test/Lemon 1/89_100.jpg,Lemon 1,Lemon 1,0.99999547,0.94,Count
667,fruits-360/Test/Lemon 1/r_175_100.jpg,Lemon 1,Lemon 1,0.9997527,0.94,Count
668,fruits-360/Test/Lemon 1/50_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
669,fruits-360/Test/Lemon 1/83_100.jpg,Lemon 1,Lemon 1,0.999999881,0.94,Count
670,fruits-360/Test/Lemon 1/r_31_100.jpg,Lemon 1,Lemon 1,1,0.94,Count
671,fruits-360/Test/Lemon Meyer 1/207_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
672,fruits-360/Test/Lemon Meyer 1/30_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
673,fruits-360/Test/Lemon Meyer 1/r_327_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
674,fruits-360/Test/Lemon Meyer 1/r_187_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
675,fruits-360/Test/Lemon Meyer 1/r_4_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
676,fruits-360/Test/Lemon Meyer 1/r_57_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
677,fruits-360/Test/Lemon Meyer 1/r_178_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
678,fruits-360/Test/Lemon Meyer 1/r_307_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
679,fruits-360/Test/Lemon Meyer 1/205_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
680,fruits-360/Test/Lemon Meyer 1/55_100.jpg,Lemon Meyer 1,Lemon Meyer 1,1,0.94,Count
681,fruits-360/Test/Limes 1/r_82_100.jpg,Limes 1,Limes 1,1,1.99,Count
682,fruits-360/Test/Limes 1/171_100.jpg,Limes 1,Limes 1,1,1.99,Count
683,fruits-360/Test/Limes 1/r_222_100.jpg,Limes 1,Limes 1,1,1.99,Count
684,fruits-360/Test/Limes 1/113_100.jpg,Limes 1,Limes 1,1,1.99,Count
685,fruits-360/Test/Limes 1/138_100.jpg,Limes 1,Limes 1,0.999997139,1.99,Count
686,fruits-360/Test/Limes 1/177_100.jpg,Limes 1,Limes 1,1,1.99,Count
687,fruits-360/Test/Limes 1/247_100.jpg,Limes 1,Limes 1,1,1.99,Count
688,fruits-360/Test/Limes 1/142_100.jpg,Limes 1,Limes 1,0.99992156,1.99,Count
689,fruits-360/Test/Limes 1/r_214_100.jpg,Limes 1,Limes 1,1,1.99,Count
690,fruits-360/Test/Limes 1/r_51_100.jpg,Limes 1,Limes 1,1,1.99,Count
691,fruits-360/Test/Lychee 1/r_311_100.jpg,Lychee 1,Lychee 1,1,,
692,fruits-360/Test/Lychee 1/r_193_100.jpg,Lychee 1,Lychee 1,1,,
693,fruits-360/Test/Lychee 1/289_100.jpg,Lychee 1,Lychee 1,1,,
694,fruits-360/Test/Lychee 1/293_100.jpg,Lychee 1,Lychee 1,1,,
695,fruits-360/Test/Lychee 1/94_100.jpg,Lychee 1,Lychee 1,1,,
696,fruits-360/Test/Lychee 1/9_100.jpg,Lychee 1,Lychee 1,1,,
697,fruits-360/Test/Lychee 1/r_36_100.jpg,Lychee 1,Lychee 1,1,,
698,fruits-360/Test/Lychee 1/r_320_100.jpg,Lychee 1,Lychee 1,1,,
699,fruits-360/Test/Lychee 1/308_100.jpg,Lychee 1,Lychee 1,1,,
700,fruits-360/Test/Lychee 1/r_9_100.jpg,Lychee 1,Lychee 1,1,,
701,fruits-360/Test/Mandarine 1/r_83_100.jpg,Mandarine 1,Tangelo 1,1,,
702,fruits-360/Test/Mandarine 1/r_84_100.jpg,Mandarine 1,Tangelo 1,1,,
703,fruits-360/Test/Mandarine 1/254_100.jpg,Mandarine 1,Mandarine 1,1,,
704,fruits-360/Test/Mandarine 1/r_49_100.jpg,Mandarine 1,Mandarine 1,1,,
705,fruits-360/Test/Mandarine 1/r_90_100.jpg,Mandarine 1,Tangelo 1,1,,
706,fruits-360/Test/Mandarine 1/r_80_100.jpg,Mandarine 1,Tangelo 1,1,,
707,fruits-360/Test/Mandarine 1/233_100.jpg,Mandarine 1,Mandarine 1,1,,
708,fruits-360/Test/Mandarine 1/248_100.jpg,Mandarine 1,Mandarine 1,1,,
709,fruits-360/Test/Mandarine 1/r_64_100.jpg,Mandarine 1,Mandarine 1,1,,
710,fruits-360/Test/Mandarine 1/r_105_100.jpg,Mandarine 1,Tangelo 1,0.747086585,,
711,fruits-360/Test/Mango 1/r_15_100.jpg,Mango 1,Mango 1,1,2.99,Count
712,fruits-360/Test/Mango 1/r_229_100.jpg,Mango 1,Mango 1,1,2.99,Count
713,fruits-360/Test/Mango 1/261_100.jpg,Mango 1,Mango 1,1,2.99,Count
714,fruits-360/Test/Mango 1/r_227_100.jpg,Mango 1,Mango 1,1,2.99,Count
715,fruits-360/Test/Mango 1/r_234_100.jpg,Mango 1,Mango 1,1,2.99,Count
716,fruits-360/Test/Mango 1/157_100.jpg,Mango 1,Mango 1,1,2.99,Count
717,fruits-360/Test/Mango 1/r_238_100.jpg,Mango 1,Mango 1,1,2.99,Count
718,fruits-360/Test/Mango 1/270_100.jpg,Mango 1,Mango 1,1,2.99,Count
719,fruits-360/Test/Mango 1/r_216_100.jpg,Mango 1,Mango 1,1,2.99,Count
720,fruits-360/Test/Mango 1/306_100.jpg,Mango 1,Mango 1,1,2.99,Count
721,fruits-360/Test/Mango Red 1/r_259_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
722,fruits-360/Test/Mango Red 1/246_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
723,fruits-360/Test/Mango Red 1/r_195_100.jpg,Mango Red 1,Mango Red 1,0.996450067,2.99,Count
724,fruits-360/Test/Mango Red 1/114_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
725,fruits-360/Test/Mango Red 1/252_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
726,fruits-360/Test/Mango Red 1/r_202_100.jpg,Mango Red 1,Mango Red 1,0.999985099,2.99,Count
727,fruits-360/Test/Mango Red 1/255_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
728,fruits-360/Test/Mango Red 1/r_200_100.jpg,Mango Red 1,Mango Red 1,0.986127973,2.99,Count
729,fruits-360/Test/Mango Red 1/r_187_100.jpg,Mango Red 1,Cherry Wax Red 1,0.824282885,2.99,Count
730,fruits-360/Test/Mango Red 1/r_207_100.jpg,Mango Red 1,Mango Red 1,1,2.99,Count
731,fruits-360/Test/Mangostan 1/152_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
732,fruits-360/Test/Mangostan 1/165_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
733,fruits-360/Test/Mangostan 1/r_110_100.jpg,Mangostan 1,Mangostan 1,0.999031663,2.99,Count
734,fruits-360/Test/Mangostan 1/r_94_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
735,fruits-360/Test/Mangostan 1/151_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
736,fruits-360/Test/Mangostan 1/r_131_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
737,fruits-360/Test/Mangostan 1/r_113_100.jpg,Mangostan 1,Mangostan 1,0.999992847,2.99,Count
738,fruits-360/Test/Mangostan 1/r_88_100.jpg,Mangostan 1,Mangostan 1,0.999999881,2.99,Count
739,fruits-360/Test/Mangostan 1/r_122_100.jpg,Mangostan 1,Grape Pink 1,0.735552847,2.99,Count
740,fruits-360/Test/Mangostan 1/45_100.jpg,Mangostan 1,Mangostan 1,1,2.99,Count
741,fruits-360/Test/Maracuja 1/r_188_100.jpg,Maracuja 1,Maracuja 1,0.986523807,,
742,fruits-360/Test/Maracuja 1/110_100.jpg,Maracuja 1,Maracuja 1,1,,
743,fruits-360/Test/Maracuja 1/r_205_100.jpg,Maracuja 1,Maracuja 1,0.965518057,,
744,fruits-360/Test/Maracuja 1/r_194_100.jpg,Maracuja 1,Maracuja 1,0.566219926,,
745,fruits-360/Test/Maracuja 1/120_100.jpg,Maracuja 1,Maracuja 1,1,,
746,fruits-360/Test/Maracuja 1/r_68_100.jpg,Maracuja 1,Maracuja 1,1,,
747,fruits-360/Test/Maracuja 1/r_180_100.jpg,Maracuja 1,Maracuja 1,1,,
748,fruits-360/Test/Maracuja 1/97_100.jpg,Maracuja 1,Maracuja 1,1,,
749,fruits-360/Test/Maracuja 1/r_222_100.jpg,Maracuja 1,Maracuja 1,1,,
750,fruits-360/Test/Maracuja 1/r_186_100.jpg,Maracuja 1,Maracuja 1,0.837811947,,
751,fruits-360/Test/Melon Piel de Sapo 1/247_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
752,fruits-360/Test/Melon Piel de Sapo 1/r2_252_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
753,fruits-360/Test/Melon Piel de Sapo 1/295_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
754,fruits-360/Test/Melon Piel de Sapo 1/r_142_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,0.999999762,0.9,Lb
755,fruits-360/Test/Melon Piel de Sapo 1/280_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
756,fruits-360/Test/Melon Piel de Sapo 1/r2_126_100.jpg,Melon Piel de Sapo 1,Melon Piel de Sapo 1,1,0.9,Lb
